index,type,name,resident,streamed,parentStack
371,material,mc/bullet_collision_rock,1484,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
372,techset,mc/lit_micro_tile_blend_plus#e6142445,689960,0,|mc/mtl_p7_zm_zod_beast_basin_stone_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
373,image,i_mtl_p7_zm_zod_beast_basin_m,118,236888,|mc/mtl_p7_zm_zod_beast_basin_metal_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
374,image,i_mtl_p7_zm_zod_beast_basin_o,286,65536,|mc/mtl_p7_zm_zod_beast_basin_stone_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
375,image,i_mtl_p7_zm_zod_table_ritual_stone_01_n,304,371384,|mc/mtl_p7_zm_zod_table_ritual_blend|material|p7_zm_zod_table_ritual|xmodel|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
376,image,i_mtl_p7_zm_zod_table_ritual_stone_02_n,296,393216,|mc/mtl_p7_zm_zod_table_ritual_blend|material|p7_zm_zod_table_ritual|xmodel|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
377,image,i_mtl_p7_zm_zod_beast_basin_n,286,1441792,|mc/mtl_p7_zm_zod_beast_basin_metal_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
378,image,i_t7_micro_stone_sandstone_01_g,280,218440,|mc/mtl_p7_zm_zod_beast_basin_stone_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
379,image,i_mtl_p7_zm_zod_table_ritual_stone_02_c,296,196608,|mc/mtl_p7_zm_zod_table_ritual_blend|material|p7_zm_zod_table_ritual|xmodel|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
380,image,i_mtl_p7_zm_zod_table_ritual_stone_01_c,296,196608,|mc/mtl_p7_zm_zod_table_ritual_blend|material|p7_zm_zod_table_ritual|xmodel|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
381,material,mc/mtl_p7_zm_zod_beast_basin_stone_pap,1590,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
382,techset,mc/lit_micro_tile_blend_advanced#e6142445,282602,0,|mc/mtl_p7_zm_der_magic_box_metal|material|p7_zm_der_magic_box|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
383,image,$spec_simple,14,0,|mc/mtl_p7_zm_der_magic_box_metal|material|p7_zm_der_magic_box|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
384,image,$normal,9,0,|wc/t7_stone_cobblestone_01_mossy_r02_wet|material|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
385,image,i_t7_micro_metal_bare_01_g,115,196608,|mc/mtl_p7_zm_zod_beast_basin_metal_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
386,image,i_t7_micro_metal_rust_02_c,283,196608,|mc/mtl_p7_zm_zod_beast_basin_metal_pap|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
387,image,$black_color,14,0,|mc/mtl_p7_zm_der_magic_box_qmark_bg|material|p7_zm_der_magic_box|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
388,image,$white_specular,17,0,|mc/mtl_p7_zm_der_magic_box_fake_metal|material|p7_zm_der_magic_box_fake_trunk|xmodel|p7_zm_der_magic_box_fake|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
389,material,mc/mtl_p7_zm_zod_beast_basin_metal_pap,2082,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
390,techset,mc/lit_decal_diffuse#e6142445,31,0,|mc/invisible|material|p7_zm_vending_packapunch_weapon|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
391,image,$blacktransparent_color,25,0,|mc/mtl_p7_zm_der_magic_box_qmark_trim|material|p7_zm_der_magic_box|xmodel|zmcore_magicbox|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
392,material,mc/invisible,904,0,|p7_zm_vending_packapunch_weapon|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
393,image,i_mtl_p7_cai_seismic_damper_hall_dirty_c,137,1419960,|mc/mtl_p7_zm_zod_beast_basin_dirt|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
394,material,mc/mtl_p7_zm_zod_beast_basin_decal_pap,1191,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
395,image,i_t7_micro_grunge_pool_silt_01_n,113,393216,|mc/mtl_p7_zm_zod_beast_basin_dirt|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
396,material,mc/mtl_p7_zm_zod_beast_basin_dirt,1135,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
397,techset,mc/lit_water_sim_flow_normal#e6142445,874666,0,|mc/mtl_t7_zm_zod_beast_basin_liquid|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
398,image,i_t7_water_mp_hunted_flow_c,124,1441764,|mc/mtl_t7_zm_zod_beast_basin_liquid|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
399,image,i_mtl_p7_water_zod_beast_basin_refraction_c,748,0,|mc/mtl_t7_zm_zod_beast_basin_liquid|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
400,image,i_mtl_p7_eth_vista_water_n,43,5636124,|wc/t7_water_zm_der_vats|material|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
401,image,flow_map_noise_test,276,65536,|wc/t7_water_zm_der_vats|material|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
402,image,i_mtl_p7_water_zod_beast_basin_backscatter_blue_c,1682,0,|mc/mtl_t7_zm_zod_beast_basin_liquid|material|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
403,image,img_foam,161,218440,|wc/t7_water_ocean_surface_flow|material|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
404,material,mc/mtl_t7_zm_zod_beast_basin_liquid,2852,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
405,xmodelmesh,p7_zm_zod_beast_basin_lod1bc58e9d0,800,155736,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
406,xmodelmesh,p7_zm_zod_beast_basin_lod077b604f7,792,213216,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
407,xmodelmesh,p7_zm_zod_beast_basin_colbc5268d4,4712,0,|p7_zm_zod_beast_basin_pap|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
408,xmodel,p7_zm_zod_beast_basin_pap,4104,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
409,material,mc/mtl_p7_debris_concrete_rubble_med_03_fx,44,0,|p7_debris_concrete_rubble_med_06_no_metal_fx|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
410,xmodel,p7_debris_concrete_rubble_med_06_no_metal_fx,46,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
411,material,mc/bullet_collision_concrete,1382,0,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
412,image,i_mtl_p7_debris_concrete_rubble_med_03_n,137,1444224,|mc/mtl_p7_debris_concrete_rubble_med_03_warm|material|p7_debris_concrete_rubble_med_05_no_metal_warm|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
413,image,i_mtl_p7_debris_concrete_rubble_med_03_c,289,742728,|mc/mtl_p7_debris_concrete_rubble_med_03|material|p7_debris_concrete_rubble_med_07_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
414,material,mc/mtl_p7_debris_concrete_rubble_med_03,830,0,|p7_debris_concrete_rubble_med_07_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
415,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod098a3845a,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
416,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod09359c1fe,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
417,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod033fe8b8e,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
418,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod06fe85419,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
419,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod05f2be830,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
420,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod0bb69eb28,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
421,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod08d17f650,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
422,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_lod0451f5555,56,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
423,xmodelmesh,p7_debris_concrete_rubble_med_06_no_metal_colef00155b,3216,0,|p7_debris_concrete_rubble_med_06_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
424,xmodel,p7_debris_concrete_rubble_med_06_no_metal,3304,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
425,image,i_mtl_p7_debris_concrete_rubble_med_03_warm_c,150,720896,|mc/mtl_p7_debris_concrete_rubble_med_03_warm|material|p7_debris_concrete_rubble_med_05_no_metal_warm|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
426,material,mc/mtl_p7_debris_concrete_rubble_med_03_warm,834,0,|p7_debris_concrete_rubble_med_05_no_metal_warm|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
427,xmodelmesh,p7_debris_concrete_rubble_med_05_no_metal_lod02421683e,256,21192,|p7_debris_concrete_rubble_med_05_no_metal_warm|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
428,xmodelmesh,p7_debris_concrete_rubble_med_05_no_metal_lod01d510181,256,38272,|p7_debris_concrete_rubble_med_05_no_metal_warm|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
429,xmodelmesh,p7_debris_concrete_rubble_med_05_no_metal_col49d83bc1,4656,0,|p7_debris_concrete_rubble_med_05_no_metal_warm|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
430,xmodel,p7_debris_concrete_rubble_med_05_no_metal_warm,2728,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
431,xmodelmesh,p7_debris_concrete_rubble_med_07_no_metal_lod0d5505a2a,256,11744,|p7_debris_concrete_rubble_med_07_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
432,xmodelmesh,p7_debris_concrete_rubble_med_07_no_metal_lod0a8dce917,248,20480,|p7_debris_concrete_rubble_med_07_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
433,xmodelmesh,p7_debris_concrete_rubble_med_07_no_metal_colf5c1735b,2440,0,|p7_debris_concrete_rubble_med_07_no_metal|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
434,xmodel,p7_debris_concrete_rubble_med_07_no_metal,1568,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
435,techset,mc/lit_micro_tiled_macro_color#e6142445,308152,0,|mc/mtl_p7_rebar_cap_01_rusty|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
436,image,i_mtl_p7_rebar_01_rusty_c,234,105008,|mc/mtl_p7_rebar_01_rusty|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
437,image,i_mtl_p7_rebar_01_n,276,65536,|mc/mtl_p7_rebar_01_rusty|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
438,material,mc/mtl_p7_rebar_01_rusty,1378,0,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
439,image,i_mtl_p7_rebar_cap_01_rusty_c,11046,0,|mc/mtl_p7_rebar_cap_01_rusty|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
440,image,i_mtl_p7_rebar_cap_01_n,112,43616,|mc/mtl_p7_rebar_cap_01_rusty|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
441,material,mc/mtl_p7_rebar_cap_01_rusty,1450,0,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
442,image,i_mtl_p7_debris_concrete_rubble_med_01_n,121,1441792,|mc/mtl_p7_debris_concrete_rubble_med_01|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
443,image,i_mtl_p7_debris_concrete_rubble_med_01_c,289,742728,|mc/mtl_p7_debris_concrete_rubble_med_01|material|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
444,material,mc/mtl_p7_debris_concrete_rubble_med_01,1254,0,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
445,xmodelmesh,p7_debris_concrete_rubble_med_02_lod0f1381308,464,33464,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
446,xmodelmesh,p7_debris_concrete_rubble_med_02_lod05e95e8b0,464,56736,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
447,xmodelmesh,p7_debris_concrete_rubble_med_02_no_metal_col115c7f87,3944,0,|p7_debris_concrete_rubble_med_02|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
448,xmodel,p7_debris_concrete_rubble_med_02,2400,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
449,image,i_t7_concrete_bare_dark_01_n,189,1460832,|mc/t7_concrete_bare_dark_01|material|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
450,image,i_t7_concrete_bare_dark_01_g,277,742728,|mc/t7_concrete_bare_dark_01|material|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
451,image,i_t7_concrete_bare_dark_01_c,285,196608,|mc/t7_concrete_bare_dark_01|material|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
452,material,mc/t7_concrete_bare_dark_01,889,0,|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
453,image,i_t7_brick_worn_red_heavy_grout_n,298,1419960,|mc/mtl_zm_brick_pap_door|material|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
454,image,i_t7_brick_worn_red_heavy_grout_c,282,742728,|mc/mtl_zm_brick_pap_door|material|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
455,material,mc/mtl_zm_brick_pap_door,812,0,|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
456,xmodelmesh,p7_zm_zod_pap_door_chunk_d_lod04e128de,352,25048,|p7_zm_zod_pap_door_chunk_d|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
457,xmodelmesh,p7_zm_zod_pap_door_chunk_d_lod09b19cdaf,344,38368,|p7_zm_zod_pap_door_chunk_d|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
458,xmodel,p7_zm_zod_pap_door_chunk_d,1412,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
459,xmodelmesh,p7_zm_zod_pap_door_chunk_a_lod0eef0b057,356,25536,|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
460,xmodelmesh,p7_zm_zod_pap_door_chunk_a_lod05535d1b3,344,39152,|p7_zm_zod_pap_door_chunk_a|xmodel|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
461,xmodel,p7_zm_zod_pap_door_chunk_a,1412,0,|maps/zm/zm_nightmare.d3dbsp|gfx_map|zone_source/zm_nightmare.zone|csv
462,surfacesounddef,zombfootstep_prone_zomb,24,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
463,surfacesounddef,zombfootstep_crouch_walk_zomb,30,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
464,surfacesounddef,zombfootstep_crouch_run_zomb,29,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
465,surfacesounddef,zombfootstep_walk_zomb,23,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
466,surfacesounddef,zombfootstep_run_zomb,22,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
467,surfacesounddef,zombfootstep_sprint_zomb,25,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
468,surfacesounddef,zombfootstep_ladder_hand_zomb,30,0,|zombfootstep|footsteptable|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
469,footsteptable,zombfootstep,13,0,|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
470,techset,mc/lit_transition#e6142445,28,0,|mc/mtl_c_zom_der_zombie_body2_skin|material|c_zom_der_zombie_body2_g_blegsoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
471,image,i_c_gen_char_g,16,0,|mc/mtl_c_zom_der_zombie_gear_knife|material|c_zom_der_zombie_body2_g_larmoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
472,image,i_c_gen_char_c,16,0,|mc/mtl_c_zom_der_zombie_gear_knife|material|c_zom_der_zombie_body2_g_larmoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
473,image,i_c_zom_zod_zombie_fem_body_1_skin_n,69,2821040,|mc/mtl_c_zom_zod_zombie_fem_body_1_skin|material|c_zom_zod_zombie_fem_body1_g_llegspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
474,image,i_c_zom_zod_zombie_fem_body_1_skin_g,277,1419928,|mc/mtl_c_zom_zod_zombie_fem_body_1_skin|material|c_zom_zod_zombie_fem_body1_g_llegspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
475,image,i_c_gen_reveal_1k_rec_horiz_r,31,0,|mc/mtl_c_zom_der_zombie_body2_skin|material|c_zom_der_zombie_body2_g_blegsoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
476,image,i_c_zom_zod_zombie_fem_body_1_skin_c,293,393216,|mc/mtl_c_zom_zod_zombie_fem_body_1_skin|material|c_zom_zod_zombie_fem_body1_g_llegspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
477,image,i_c_gen_char_n,16,0,|mc/mtl_c_zom_der_zombie_gear_knife|material|c_zom_der_zombie_body2_g_larmoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
478,material,mc/mtl_c_zom_zod_zombie_fem_body_1_skin,1558,0,|c_zom_zod_zombie_fem_body1_g_llegspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
479,techset,mc/lit_decal_diffuse_spec_gloss#e6142445,42,0,|mc/mtl_c_gen_gib_alpha|material|c_zom_der_zombie_body2_g_blegsoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
480,material,mc/mtl_c_gen_gib_gore_arm_right_a,35,0,|c_zom_zod_zombie_fem_body1_g_larmspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
481,physpreset,gib,5,0,|c_zom_der_zombie_helmet1|xmodel|c_zom_der_zombie2|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
482,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rarmspawn_lod0cc3184d5,358,21480,|c_zom_zod_zombie_fem_body1_g_rarmspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
483,xmodelmesh,c_zom_zod_zombie_fem_body1_g_rarmspawn_lod02f5eed13,360,36352,|c_zom_zod_zombie_fem_body1_g_rarmspawn|xmodel|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
484,xmodel,c_zom_zod_zombie_fem_body1_g_rarmspawn,4048,0,|c_zom_der_zombie_gib_def|scriptbundle|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_nightmare.d3dbsp|col_map|zone_source/zm_nightmare.zone|csv
